concatParams;mean;std
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;8.051720;1355.122376
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;17.010447;1330.679428
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;28.453213;1315.954418
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;25.596976;1312.206093
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;25.237822;1317.482594
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;22.142878;1325.214710
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;24.769396;1336.788058
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;25.520774;1347.352210
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;24.468108;1354.955250
10_170_True_0.3_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;28.948311;1358.317286
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-65.711510;1778.429164
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-20.887623;1500.325768
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-10.886857;1420.680973
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-5.080052;1356.997226
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-7.290227;1330.414777
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;-10.646165;1327.707080
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;9.383730;1302.156861
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;15.847561;1304.372692
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;14.284878;1284.524862
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;20.521649;1276.331239
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;29.536141;1276.758340
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;31.234356;1266.385903
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;28.498213;1263.917264
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;23.972349;1266.329501
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;19.145677;1271.997093
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;20.962900;1294.347901
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;23.120327;1300.091377
10_170_True_0.4_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;29.289755;1308.334415
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-36.708147;1814.355996
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-6.617244;1611.442008
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;1.704696;1446.880756
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;3.981388;1386.051248
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;1.574604;1356.819302
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;8.026052;1343.301206
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;0.815916;1338.245907
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;-0.170472;1325.882689
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;8.849898;1309.218371
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;6.245443;1313.710031
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;17.298629;1297.134039
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;19.169064;1291.295642
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;26.289688;1300.751652
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;16.177940;1324.164455
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;18.986494;1328.602390
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;22.697504;1329.458046
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;21.338824;1333.551178
10_170_True_0.4_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;24.803364;1344.567901
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-74.762732;1785.466376
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-28.172923;1540.054922
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-30.495728;1423.823538
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-12.726768;1372.915846
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-7.900305;1356.720946
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;8.580020;1325.652937
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;9.870160;1292.373364
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;9.495589;1293.071827
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;12.433648;1298.118778
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;16.637346;1293.150145
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;20.113710;1278.237763
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;14.591875;1267.288986
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;12.435441;1261.030295
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;14.308021;1273.072881
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;18.563223;1279.103971
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;21.548101;1284.242966
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;24.990400;1296.889694
10_170_True_0.4_adadelta_mse_300_10_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;25.919668;1304.876760
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-63.436445;1647.619345
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-80.615834;1436.143857
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-73.562453;1373.661130
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-52.836519;1326.395961
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-45.830021;1325.846529
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;-18.716767;1327.583526
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;-13.103127;1296.925029
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;-10.492634;1279.091015
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;3.023804;1280.352194
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;9.351874;1294.243748
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;13.268074;1271.313519
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;2.810563;1262.448841
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;11.364568;1273.749926
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;14.442975;1273.797991
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;21.190854;1274.294287
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;19.598017;1282.439607
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;23.299227;1287.230646
10_170_True_0.4_adadelta_mse_300_1_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;26.572581;1288.990487
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;9.742961;1826.985838
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;1.627008;1544.354130
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;13.365480;1414.530837
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;4.861898;1345.186668
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;0.398776;1327.882640
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;9.013415;1345.050807
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;-5.161719;1325.146346
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;-0.865200;1311.145068
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;7.577743;1309.542381
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;15.184124;1301.126946
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;24.323999;1267.398750
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;21.321699;1253.176920
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;21.565368;1261.565901
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;27.375320;1282.112901
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;28.749682;1295.911109
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;31.499946;1304.783183
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;30.458283;1315.354273
10_170_True_0.4_adadelta_mse_50_10_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;31.704253;1323.973628
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-39.601172;1770.369624
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-50.662769;1559.685355
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-34.610188;1475.632948
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-38.874719;1421.042804
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-36.791290;1391.834659
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;-28.700230;1377.742445
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;-13.702890;1346.854702
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;-5.017905;1350.746109
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;6.444069;1323.696099
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;5.591699;1318.073569
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;22.461673;1293.524069
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;16.586906;1279.430231
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;18.298344;1279.542775
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;19.448949;1291.154038
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;23.300430;1300.057551
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;30.054225;1313.438231
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;27.537883;1320.011986
10_170_True_0.4_adadelta_mse_50_1_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;27.249686;1325.869952
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-50.985440;1815.029613
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-26.561115;1550.887367
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-18.186651;1454.366274
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-24.716345;1427.842009
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-21.351344;1382.819977
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;-14.149267;1373.362236
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;-3.559265;1341.846450
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;-1.433335;1327.517376
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_9_None_None_None_uniform;2.434479;1320.784241
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_10_None_None_None_uniform;10.125439;1292.169009
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_15_None_None_None_uniform;11.646469;1273.048360
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_20_None_None_None_uniform;20.069333;1274.418690
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_25_None_None_None_uniform;23.819586;1284.080860
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_30_None_None_None_uniform;25.764515;1299.356774
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_35_None_None_None_uniform;28.034839;1295.907129
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_40_None_None_None_uniform;33.506718;1298.233954
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_45_None_None_None_uniform;34.878426;1305.774964
10_190_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_True_False_True_50_None_None_None_uniform;33.879596;1311.028088
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_1_None_None_None_uniform;-44.688076;1791.208117
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_2_None_None_None_uniform;-32.397633;1575.732640
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_3_None_None_None_uniform;-22.461436;1450.654222
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_4_None_None_None_uniform;-37.430721;1368.202783
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_5_None_None_None_uniform;-18.323645;1362.578352
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_6_None_None_None_uniform;-19.304845;1374.125690
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_7_None_None_None_uniform;-2.181011;1349.574816
10_190_True_0.3_adadelta_mse_150_1_tanh_linear__100000_1_True_False_True_8_None_None_None_uniform;6.571829;1345.896168
